hyper	row	n	lag	mse	sse	avg_df	r2
(0.001, 0.9000000000000001)	63	190	2	0.004037887607418276	0.7671986454094724	18.257894736842104	0.6050457903860362
(0.001, 0.9000000000000001)	64	190	2	0.0052932496197808186	1.0057174277583556	9.126315789473685	0.26933571622115937
(0.001, 0.9000000000000001)	65	190	2	0.0038449206091214893	0.7305349157330829	9.057894736842105	0.4959106583974022
(0.001, 0.9000000000000001)	66	190	2	0.00391647626216179	0.7441304898107401	9.1	0.09387853808011914
(0.001, 0.9000000000000001)	67	190	2	0.0043649556589267354	0.8293415751960798	16.33684210526316	0.3790424744716111
(0.001, 0.9000000000000001)	68	190	2	0.0028089200120506594	0.5336948022896253	11.847368421052632	0.8232585282318301
(0.001, 0.9000000000000001)	69	190	2	0.002564836943173277	0.48731901920292264	5.657894736842105	0.5600845968809842
(0.001, 0.9000000000000001)	70	190	2	0.0054990555448341085	1.0448205535184807	13.06842105263158	0.7579507071739855
(0.001, 0.9000000000000001)	71	190	2	0.005090830518340442	0.967257798484684	14.66842105263158	0.8439472551202427
(0.001, 0.9000000000000001)	72	190	2	0.004210248356690008	0.7999471877711015	14.58421052631579	0.7289962950162527
(0.001, 0.9000000000000001)	73	190	2	0.0033564209473398864	0.6377199799945784	11.43157894736842	0.9089543732796337
(0.001, 0.9000000000000001)	74	190	2	0.004427179910437828	0.8411641829831873	21.389473684210525	0.580132846686855
(0.001, 0.9000000000000001)	75	190	2	0.0063685282687070445	1.2100203710543385	17.9	0.8455682606278059
(0.001, 0.9000000000000001)	76	190	2	0.0028707224222450935	0.5454372602265678	13.910526315789474	0.8898036692546498
(0.001, 0.9000000000000001)	77	190	2	0.001957846149783501	0.3719907684588652	7.994736842105263	0.5258088130226722
(0.001, 0.9000000000000001)	78	190	2	0.002474275814807012	0.4701124048133323	10.115789473684211	0.7886463931780084
(0.001, 0.9000000000000001)	79	190	2	0.002680667252047545	0.5093267778890336	8.926315789473684	0.5825274165464863
(0.001, 0.9000000000000001)	80	190	2	0.00407610356179462	0.7744596767409777	12.821052631578947	0.3292603880467554
(0.001, 0.9000000000000001)	81	190	2	0.001456494727978664	0.27673399831594614	8.021052631578947	0.22505280566772246
(0.001, 0.9000000000000001)	82	190	2	0.006839057624009533	1.2994209485618113	17.105263157894736	0.5771362719519524
(0.001, 0.9000000000000001)	83	190	2	0.0019581526494870053	0.372049003402531	4.678947368421053	0.48451574293357
(0.001, 0.9000000000000001)	84	190	2	0.003980707031199123	0.7563343359278334	12.942105263157895	0.42605390549338573
(0.001, 0.9000000000000001)	85	190	2	0.0019601664492918482	0.37243162536545116	13.326315789473684	0.4299045974903165
(0.001, 0.9000000000000001)	86	190	2	0.0015171472553883788	0.288257978523792	14.968421052631578	0.6621657460480348
(0.001, 0.9000000000000001)	87	190	2	0.002559083882894502	0.4862259377499554	10.005263157894737	0.71332676098199
(0.001, 0.9000000000000001)	88	190	2	0.0058994622413950345	1.1208978258650566	15.763157894736842	0.8487192996211164
(0.001, 0.9000000000000001)	89	190	2	0.005475085934613345	1.0402663275765356	12.547368421052632	0.6725509834692696
(0.001, 0.9000000000000001)	90	190	2	0.005876834819375957	1.1165986156814318	10.989473684210527	0.4882966774797065
(0.001, 0.9000000000000001)	91	190	2	0.0027716815633851938	0.5266194970431868	9.215789473684211	0.34270827244140256
(0.001, 0.9000000000000001)	92	190	2	0.0056168552200862865	1.0672024918163945	17.042105263157893	0.562132891465533
(0.001, 0.9000000000000001)	93	190	2	0.0037048395786621943	0.7039195199458169	13.18421052631579	0.5735409685798262
(0.001, 0.9000000000000001)	94	190	2	0.0040384006358469915	0.7672961208109285	11.852631578947369	0.48266487260482116
(0.001, 0.9000000000000001)	95	190	2	0.004259666648608158	0.80933666323555	9.58421052631579	0.09010162636999508
(0.001, 0.9000000000000001)	96	190	2	0.0017702471751499687	0.33634696327849406	3.0052631578947366	0.03128019613916655
(0.001, 0.9000000000000001)	97	190	2	0.006652302595811544	1.2639374932041934	15.436842105263159	0.5288281921786637
(0.001, 0.9000000000000001)	98	190	2	0.004366222856032315	0.8295823426461398	14.347368421052632	0.6364622345236803
(0.001, 0.9000000000000001)	99	190	2	0.0050822133242604105	0.965620531609478	8.6	0.3227464188027146
