hyper	row	n	lag	mse	sse	avg_df	r2
(1.0, 0.30000000000000004)	46	190	2	0.023725727843918968	4.507888290344604	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	47	190	2	0.01999616046290745	3.799270487952416	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	48	190	2	0.014708632803311762	2.7946402326292348	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	49	190	2	0.008689161387286214	1.6509406635843806	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	50	190	2	0.021345255088111924	4.055598466741266	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	51	190	2	0.01475560859797517	2.8035656336152823	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	52	190	2	0.011380555039446051	2.16230545749475	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	53	190	2	0.002848264233124215	0.5411702042936009	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	54	190	2	0.004505537229997728	0.8560520736995683	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	55	190	2	0.019913810294100085	3.783623955879016	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	56	190	2	0.014238770301285737	2.7053663572442903	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	57	190	2	0.008653343084449167	1.6441351860453417	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	58	190	2	0.0046567809823845644	0.8847883866530675	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	59	190	2	0.006592203145546803	1.2525185976538926	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	60	190	2	0.005465680182319391	1.0384792346406844	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	61	190	2	0.013519832974650656	2.5687682651836248	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	62	190	2	0.015154806824998113	2.8794132967496413	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	63	190	2	0.010332158810002542	1.9631101739004833	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	64	190	2	0.007321298091560559	1.3910466373965062	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	65	190	2	0.007708386027131538	1.464593345154992	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	66	190	2	0.004368101035537587	0.8299391967521416	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	67	190	2	0.007103976810541889	1.3497555940029589	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	68	190	2	0.01606144070160674	3.0516737333052806	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	69	190	2	0.005892155306236128	1.1195095081848645	0.0	-0.01061000531900036
(1.0, 0.30000000000000004)	70	190	2	0.022959788432056875	4.362359802090807	0.0	-0.010610005319000138
