hyper	row	n	lag	mse	sse	avg_df	r2
(0.01, 0.7000000000000001)	90	190	2	0.010234406149734051	1.9445371684494697	1.0	0.10887751794985168
(0.01, 0.7000000000000001)	91	190	2	0.004261561498604998	0.8096966847349496	0.0	-0.010610005318999916
(0.01, 0.7000000000000001)	92	190	2	0.010888806349653042	2.068873206434078	2.0	0.15115309814927413
(0.01, 0.7000000000000001)	93	190	2	0.007951997591470653	1.5108795423794241	1.0157894736842106	0.08465640179252198
(0.01, 0.7000000000000001)	94	190	2	0.007888983121295033	1.4989067930460562	0.0	-0.010610005319000138
(0.01, 0.7000000000000001)	95	190	2	0.0047311456522699065	0.8989176739312823	0.0	-0.010610005318999916
(0.01, 0.7000000000000001)	96	190	2	0.0018467977014241645	0.35089156327059123	0.0	-0.010610005318999916
(0.01, 0.7000000000000001)	97	190	2	0.011383411254851098	2.1628481384217086	3.0	0.19373143616483124
(0.01, 0.7000000000000001)	98	190	2	0.008932908842403012	1.6972526800565724	2.0	0.2562336310240749
(0.01, 0.7000000000000001)	99	190	2	0.007583770359077568	1.440916368224738	0.0	-0.010610005318999916
