gene	t00_rep4	t05_rep4	t1_rep4	t2_rep4	t3_rep4	t4_rep4	t5_rep4	t6_rep4	t7_rep4	t8_rep4	t10_rep4	t12_rep4
ENSG00000092853.12	3.78955217781	3.77364864202	3.85415890191	3.77194633374	3.81964869314	3.69458480136	3.78694386441	3.56190399375	3.40664970169	3.60035602056	3.19261548698	3.04859363503
ENSG00000116871.14	3.42902534133	3.4309549312	3.44175932603	3.75523107269	3.78218444972	3.91850759674	3.95049872509	4.03224588719	3.77956692385	3.6848828211	4.19025583206	4.08409717506
ENSG00000054118.12	4.85606108791	4.85315951337	4.92665637322	4.93241583548	4.96492186292	4.9761424668	5.07479437258	5.06277170929	4.84858495907	4.90999090514	5.10407519213	4.96359215283
ENSG00000181817.5	3.10882808942	3.05470626453	3.03350692054	3.02985917972	3.0128098948	2.90359097489	2.6926263186	3.09502581923	3.25044012558	2.96158112797	3.04663381168	3.20433373224
ENSG00000163874.8	2.95939890434	2.61989405496	3.4908903713	3.73370915454	3.60846283731	3.60401800598	3.38017790958	3.67870314358	3.48302143046	3.11505872411	3.33643949931	3.37329331573
ENSG00000163875.14	3.67766148787	3.72887816668	3.64858767231	3.8903041668	4.00603905493	4.23223558719	4.26561982481	4.23786749738	3.85464796331	3.73473170764	4.28324459505	4.016848592
ENSG00000163877.9	2.87758026924	2.94990256951	2.96285677638	2.9881680963	3.09059267226	3.06931635902	3.23095524547	3.18815249053	2.86457195548	2.96431348699	3.01564326125	2.95957222158
ENSG00000134690.9	4.18798346816	4.21172788051	4.24304945971	4.3444282285	4.26728544675	4.20838783816	4.29855023355	4.08026623668	4.00769303609	4.14753887332	4.09418289761	3.79789396579
ENSG00000185090.13	3.35377769999	3.4086067245	3.19359810576	3.19247025148	3.27229030409	3.10931311017	3.17508985771	3.19184262685	3.18126365453	3.23933208628	3.24087470995	3.12275467808
ENSG00000196449.3	3.91555679258	3.88178840193	3.78857203984	3.74773213929	3.68783836737	3.87991542304	3.62536814706	3.74918027951	3.83659508406	3.82975308077	3.70726865607	3.7335164891
ENSG00000188786.9	2.52160432022	2.4573968177	2.60507113518	2.5544559188	2.69329619429	2.61425865987	2.85359435904	2.67996512728	2.59997349114	2.5646116397	2.82994407126	2.66117508655
