gene	t00_rep2plusextra	t05_rep2	t1_rep2	t2_rep2	t3_rep2	t4_rep2	t5_rep2	t6_rep2	t7_rep2	t8_rep2	t10_rep2	t12_rep2
ENSG00000142684.7	1.98885816974	1.8848635648	1.8236394047	1.96482450415	2.02019756331	1.64517431102	1.67588837978	1.77520087093	2.00646708066	2.13186435471	2.28949842796	2.00447667141
ENSG00000142669.12	4.48168989556	4.50821677811	4.51571313759	4.44932075641	4.42627241776	4.44446709875	4.30219018813	4.38806354737	4.40750368634	4.53090552587	4.38295766307	4.54609827356
ENSG00000204160.10	2.81036379777	2.81367526379	3.14061891467	3.20698992248	3.31664339231	3.23112486439	3.30920866564	3.24660474591	3.20813359805	3.18535059366	3.24046420332	3.19890802715
ENSG00000090020.9	2.45805443932	2.42079590874	2.62112496079	2.77231267874	2.84895738519	2.90431282979	3.00442827097	2.93701547076	2.92963611913	2.91633941348	2.8333695004	2.64562191473
ENSG00000142784.14	2.09506346303	2.07343682444	1.95666701102	2.06522582251	2.10374985828	2.10818388541	2.01766722773	2.01220277492	2.22855842286	2.34233216024	2.26770849399	2.25898765311
ENSG00000142733.13	2.30777113467	2.34747476572	2.47732039066	3.08306847579	3.20175967664	3.26058310911	3.24911843592	3.12939444075	3.16378254209	3.14925135532	3.26004739452	2.7636729762
ENSG00000126705.12	2.15534920295	2.07907140729	2.28048646022	2.54040403022	2.69194703441	2.74503106522	2.44580158038	2.29945128946	2.26053948278	2.43417474383	2.11951658562	2.0974868705
ENSG00000009780.14	2.46265606546	2.37536269468	2.46523983598	2.51543075424	2.59465877563	2.61166242363	2.60157236592	2.54895689561	2.47660049192	2.45099287731	2.49704150283	2.51722969578
ENSG00000117758.12	3.46308263487	3.55319540829	3.58718845389	3.36291205869	3.39202992579	3.46162522088	3.46169108992	3.43485224395	3.60428522778	3.49677687324	3.74834373986	3.79125702348
ENSG00000117748.8	4.06504652716	4.14581444186	4.11710897481	4.08538019727	3.98971063163	4.00460029824	4.02904326504	4.00351295226	3.88052056517	3.64071955701	3.57765574377	3.71049099177
ENSG00000180198.14	3.66468242159	3.61484784645	3.64017436645	3.69020134032	3.58816300044	3.59717136259	3.53425287113	3.56435621634	3.54582064898	3.64935826881	3.4800969002	3.36212529496
ENSG00000120656.10	2.94117798486	3.00471959331	2.96796242498	2.98449796591	2.76272638917	2.84551566264	2.81467240488	2.73542376473	2.96382651383	3.06761327183	3.05664784047	2.90310712207
ENSG00000060656.18	1.92065343196	1.86586717456	1.81557011153	2.00407419136	2.09672656806	2.14222951855	2.10092961853	2.19046027625	2.26044766483	2.18701758571	2.35045751327	2.11084988762
